project,repo_name,repo_archived,repo_gone,month,outcome,author_association,author_pseud,size_lines,files_touched,review_count,hours_to_first_review,hours_to_merge
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,abbb34796,12,4,1,247,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a26210bab,9,2,1,9,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,10,1,2,3,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,5,2,2,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,25,5,1,2,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a01eff35b,63,1,5,126,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a996e38e1,343,20,1,74,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a54ff6f9c,0,0,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aac846a1b,147,2,7,727,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a403d7771,346,3,2,31,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a4dac1560,85,2,7,27,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,20,3,9,24,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,83,8,2,30,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,58,4,1,30,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,af0299b70,812,8,41,434,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a96e79d8e,8,2,3,17,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a3dbe8924,36,2,7,1689,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ad655184d,2,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,NONE,a3edfb0be,212,15,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ae617e84f,1731,2,1,8,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab791a946,11,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ab80641ee,1733,17,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a1ae01222,47,2,5,7,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab754d804,80,5,4,20,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,4274,21,3,53,
pytorch,pytorch,f,f,2023-11-01,closed,NONE,afd075c2e,100,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aab0b0a28,42,4,1,4,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a553f2a58,22,4,3,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,102,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,66,2,2,6,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,48,3,4,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab754d804,11,3,2,18,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab754d804,5,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a295aa443,9,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a234c1573,190,2,1,23,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,16,8,3,24,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,26,2,3,25,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,169,7,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a63e53439,25,3,2,420,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a63e53439,14,3,2,29,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,adaf4621f,159,6,8,6,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ae0a18ec6,6,1,5,5,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a1791eec8,21,2,1,51,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aa773f4ff,90,2,3,2,
pytorch,pytorch,f,f,2023-11-01,closed,MEMBER,a846e2bc0,135,6,13,5,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab2ece173,2,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a73b095db,6,1,1,16,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a96e79d8e,128,3,7,6,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac4ae7b08,174,5,4,18,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a4dac1560,6,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a4dac1560,6,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a4dac1560,6,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ad655184d,2,1,4,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a56222d4e,26,2,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,34,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a55d2cdc8,150,35,1,15,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,af99559ec,2,1,3,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeac7bc7f,12,2,1,13,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,128,9,7,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aa65fbcd8,39,3,5,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeac7bc7f,58,12,2,13,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,54,6,4,11,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,24,3,9,15,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6945488e,2,1,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a9c2dad37,66,2,3,19,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,31,3,5,15,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,38,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,140,2,5,8,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,18,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,abd4c73b4,200,1,13,72,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae66f3706,9,2,4,41,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aaced45c8,2,1,1,10,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a468a7f64,51,4,11,60,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a468a7f64,806,8,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,adad53148,221,5,1,33,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a21df1e70,11,2,1,10,
pytorch,pytorch,f,f,2023-11-01,closed,NONE,afd075c2e,94,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a9d3065cc,68,2,11,4,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a9d3065cc,40,1,1,5,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ae617e84f,2,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a55d2cdc8,31,12,2,4,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab791a946,63,2,5,20,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeb068263,98,9,6,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,acc1a4c8b,2,1,2,5,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a0cee2798,245,8,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ae617e84f,476,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,116,3,7,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,86,2,6,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,26,4,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a868cfe77,1,1,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aba90eb5b,188,2,7,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae05dec79,4,1,3,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,198,2,3,31,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a3be39839,451,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a3be39839,153,3,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,50,4,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,8,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,32,3,3,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,8,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,1582,10,5,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a468a7f64,2,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a9d3065cc,51,2,3,41,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae05dec79,16,1,1,171,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a234c1573,85,1,1,46,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a7cb61552,2,1,4,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a3be39839,61,3,4,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a3552c582,101,2,2,22,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,12,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,152,2,11,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a597022dd,41,4,7,13,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,53,2,4,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,10,2,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aa3f63d8a,50,3,2,27,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aa238cb0a,72,7,4,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a18c03ea5,779,12,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,59,3,1,24,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,6,1,3,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,28,2,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,7,2,2,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ace4e0dfb,23,2,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,2,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,24,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,abd4fe483,76,5,15,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ace4e0dfb,74,1,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aba90eb5b,237,4,8,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a51d0e02f,17,1,6,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a0f865202,2,1,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,MEMBER,a1a5a17e0,3,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aba90eb5b,351,5,8,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aa65fbcd8,249,8,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,abd4fe483,47,2,6,17,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab14f2c80,203,3,9,3,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ad655184d,2,1,6,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,13,3,3,21,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,25,3,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,4,2,1,10,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6c8c07a8,5,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a554ec844,495,20,26,66,
pytorch,pytorch,f,f,2023-11-01,closed,MEMBER,a3416ea15,35,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeac7bc7f,48,11,3,3,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab689c736,602,23,51,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a9dd2e3c0,42,2,5,20,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeba75f66,25,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeba75f66,22,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeba75f66,23,3,6,22,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a37aaac61,76,5,1,25,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a18a2143e,155,3,4,29,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a468a7f64,128,5,6,14,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a5e9e6df9,162,19,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,11,4,2,15,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a18c03ea5,8,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aa65fbcd8,288,8,2,9,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab791a946,193,6,3,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac20f2836,2,1,1,36,
pytorch,pytorch,f,f,2023-11-01,closed,NONE,a2f385662,2,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a6e3e1227,212,5,6,30,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,2,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a37aaac61,19,1,1,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a86747ea0,10,1,2,2,
pytorch,pytorch,f,f,2023-11-01,closed,NONE,a88465225,4,1,1,23,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,21,2,2,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,6,2,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,10,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,20,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,9,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,44,6,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,5,2,3,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,35,2,15,0,
pytorch,pytorch,f,f,2023-11-01,closed,NONE,a808d1208,2,1,2,21,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,24,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ace4e0dfb,43,3,16,5,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,29,1,1,3,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a2191c48d,1,1,1,21,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,34,3,4,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a286957d0,149,3,9,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab9fc4641,81,4,1,4,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,1,1,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a9dd2e3c0,53,5,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,54,3,1,3,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae66f3706,3,1,2,3,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a0cee2798,304,8,4,21,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a1eb0cd02,45,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ae617e84f,11,1,1,7,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,263,10,2,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae66f3706,7,1,1,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae66f3706,181,11,4,45,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae66f3706,13,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a18c03ea5,6,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a597022dd,27,3,5,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,22,2,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,45,1,3,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ad7aa5d4b,14,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac4ae7b08,158,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab14f2c80,2,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,143,5,3,136,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a66ad582e,2,1,1,135,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ad655184d,2,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab2c3d13b,10,1,3,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a65c747a0,74,3,3,22,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aab7464fa,81,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aab7464fa,4,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aab7464fa,3,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a71340490,16,1,1,19,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ac73c2135,65,14,4,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a41334601,18,1,1,40,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a41334601,2,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aedc2d70d,42,3,5,2378,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a4dac1560,26,2,1,3,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a4dac1560,35,3,4,48,
pytorch,pytorch,f,f,2023-11-01,closed,MEMBER,a43f59001,13,2,4,6,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,9,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a96e79d8e,202,1,1,18,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,28,2,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,abd4fe483,85,2,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aa65fbcd8,288,8,2,11,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a18c03ea5,44,7,1,12,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a1e581898,15,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a1e581898,48,2,4,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a4a1dfc6c,6,1,1,2673,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ad19ffe38,39,2,9,794,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeac7bc7f,5,3,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ad6e74ab4,339,10,8,137,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,3,1,1,100,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aba90eb5b,97,5,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,27,3,6,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,add189f6d,2,1,2,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a8d482f18,844,8,46,367,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,95,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,14,2,1,4,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,25,2,1,5,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a55d2cdc8,17,4,1,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,4,1,2,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a4dac1560,209,11,1,21,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,adad53148,573,10,1,24,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab9fc4641,8,6,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a39a50856,254,4,7,188,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a3b4be804,29,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a8ff3ec4a,2,1,1,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a468a7f64,78,3,1,45,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab754d804,4,1,1,19,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab754d804,92,2,1,45,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab754d804,18,1,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a3113428e,2,1,1,20,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,14,1,1,8,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a96e79d8e,41,2,3,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,aa238cb0a,17,3,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,102,3,3,114,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,7,1,1,6,
pytorch,pytorch,f,f,2023-11-01,closed,MEMBER,a82fe44ad,452,10,1,99,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,2,1,1,0,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,af38e9f69,2,1,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a9da25011,0,0,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a76060dbc,32,2,0,,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,9,1,1,27,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeba75f66,288,2,6,2,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a65c747a0,2,1,2,2,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,25,1,1,52,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,15,2,1,1,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,100,1,1,18,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ae7a7efe1,19,2,2,4,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,6,1,1,18,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a1febba14,71,1,1,107,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,31,10,1,87,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,13,2,1,18,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,44,2,5,15,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,14,3,4,50,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,2,1,1,50,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a68e7039b,328,15,13,23,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,a642039ad,26,2,1,23,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,aeba75f66,325,3,6,78,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a611ecaad,16,5,2,11,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,afcac5ef0,7,1,3,48,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,a605b05d7,27,2,2,2,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,ab754d804,11733,5,0,,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ae76eb135,81,6,0,,
pytorch,pytorch,f,f,2023-11-01,closed,NONE,a22c5a22d,3,1,1,5,
pytorch,pytorch,f,f,2023-11-01,closed,CONTRIBUTOR,adad53148,1242,7,1,10,
pytorch,pytorch,f,f,2023-11-01,closed,COLLABORATOR,ad19ffe38,4,1,1,4,
