project,repo_name,repo_archived,repo_gone,month,outcome,author_association,author_pseud,size_lines,files_touched,review_count,hours_to_first_review,hours_to_merge
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,a3e13686e,9,2,2,22,34
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,ae942ed91,2,1,1,0,0
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,ac13ac193,22,3,1,1,5
pantsbuild,pants,f,f,2026-07-01,merged,MEMBER,a4f30f854,205,5,1,0,1
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,2,1,2,7,7
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,69,2,1,3,3
pantsbuild,pants,f,f,2026-07-01,closed,CONTRIBUTOR,a619ab9b4,450,2,0,,
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,131,5,1,15,17
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,ae942ed91,2,1,1,0,2
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,6,1,1,15,16
pantsbuild,pants,f,f,2026-07-01,closed,CONTRIBUTOR,a619ab9b4,396,2,0,,
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,69,9,6,2,8
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,100,4,1,12,12
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,a94bc2498,10,2,1,2,3
pantsbuild,pants,f,f,2026-07-01,open,CONTRIBUTOR,a94bc2498,63,3,0,,
pantsbuild,pants,f,f,2026-07-01,closed,CONTRIBUTOR,a619ab9b4,378,2,0,,
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,a94bc2498,20,7,1,128,167
pantsbuild,pants,f,f,2026-07-01,open,CONTRIBUTOR,a94bc2498,75,3,1,27,
pantsbuild,pants,f,f,2026-07-01,open,CONTRIBUTOR,a94bc2498,183,9,0,,
pantsbuild,pants,f,f,2026-07-01,open,CONTRIBUTOR,a94bc2498,174,4,1,2,
pantsbuild,pants,f,f,2026-07-01,open,CONTRIBUTOR,a94bc2498,153,2,1,128,
pantsbuild,pants,f,f,2026-07-01,open,CONTRIBUTOR,a94bc2498,1849,18,0,,
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,a94bc2498,733,4,1,4,26
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,187,6,1,8,16
pantsbuild,pants,f,f,2026-07-01,closed,CONTRIBUTOR,a619ab9b4,370,2,0,,
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,424,1,2,0,217
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,aa95eb61b,47,2,1,2,3
pantsbuild,pants,f,f,2026-07-01,closed,NONE,ab33d6240,59,2,0,,
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,ae942ed91,2,1,1,26,26
pantsbuild,pants,f,f,2026-07-01,merged,CONTRIBUTOR,a94bc2498,2,1,1,3,26
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,MEMBER,adca5498d,3,2,1,8,8
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,MEMBER,adca5498d,3,1,1,13,13
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,MEMBER,adca5498d,428,21,6,13,72
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,MEMBER,adca5498d,2,1,1,8,8
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,MEMBER,adca5498d,6,1,1,9,9
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,MEMBER,adca5498d,4402,2120,1,13,13
pantsbuild,pantsbuild.org,f,f,2023-12-01,closed,NONE,ae942ed91,22647,219,0,,
pantsbuild,pantsbuild.org,f,f,2023-12-01,closed,NONE,ae942ed91,20700,142,0,,
pantsbuild,pantsbuild.org,f,f,2023-12-01,closed,NONE,ae942ed91,372947,3000,0,,
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,CONTRIBUTOR,aa7e00b86,5,1,2,2,19
pantsbuild,pantsbuild.org,f,f,2023-12-01,closed,NONE,ae942ed91,32877,405,0,,
pantsbuild,pantsbuild.org,f,f,2023-12-01,closed,NONE,ae942ed91,32859,405,0,,
pantsbuild,pantsbuild.org,f,f,2023-12-01,closed,NONE,ae942ed91,32859,405,0,,
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,CONTRIBUTOR,aa7e00b86,8,1,1,11,19
pantsbuild,pantsbuild.org,f,f,2023-12-01,merged,CONTRIBUTOR,aa7e00b86,1319,1,1,50,50
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,16,1,1,5,5
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,82,33,2,0,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,131,6,4,25,142
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,2370,425,1,0,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,a64047922,4,1,2,0,0
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,4,1,2,1,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,5,2,2,10,70
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,84,3,4,11,553
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,7879,555,2,0,16
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,2,1,1,3,3
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,MEMBER,adca5498d,344,87,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,5,1,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,MEMBER,adca5498d,32,3,1,0,
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,MEMBER,adca5498d,32,4,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,398,18,1,1,9
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,81,1,10,1,119
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,1,1,3,0,2
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,5664,2827,1,7,21
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,142,2,1,8,16
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,2,1,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,NONE,ae942ed91,57668,273,3,0,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,6,1,1,1,10
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,200,20,1,1,14
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,7,1,1,2,3
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,2,1,2,1,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,13878,1339,1,5,6
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,13,2,1,6,10
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,NONE,ae942ed91,57923,370,5,16,
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,NONE,ae942ed91,58863,374,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,33075,1725,5,60,71
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,CONTRIBUTOR,aa7e00b86,11128,2,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,154,2,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,19,2,1,3,3
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,24,1,3,23,47
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,9,1,3,8,47
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,2,1,1,1,9
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,NONE,ae942ed91,67737,430,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,2,1,3,4,4
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,12,1,4,0,5
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,5,1,4,0,0
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,10615,3000,1,7,16
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,84,21,1,7,17
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,37812,2657,18,0,39
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,89,4,2,2,2
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,153788,244,1,1,7
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,766,318,1,9,9
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,MEMBER,adca5498d,11,1,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,6,1,3,1,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,902242,23,3,1,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,CONTRIBUTOR,aa7e00b86,37657,962,2,98,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,af2ed76df,4,1,1,3,49
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,a31b43571,122,26,8,23,151
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,af2ed76df,197685,2235,4,0,32
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,a4f30f854,2841,37,1,12,12
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,af2ed76df,49,1,4,44,54
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,af2ed76df,2,1,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,a4be3532c,154,2,9,50,70
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,af2ed76df,90,3,8,13,74
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,19,7,3,6,21
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,9,2,1,7,10
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,a4f30f854,143586,87,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,40,1,5,4,48
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,a4f30f854,140834,89,13,1,65
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,266,112,1,3,5
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,1,1,4,0,68
pantsbuild,pantsbuild.org,f,f,2024-01-01,open,MEMBER,adca5498d,47,2,12,2,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,20,2,1,4,6
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,NONE,a0b1b66f0,30,1,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,MEMBER,a4f30f854,52947,95,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,CONTRIBUTOR,aa7e00b86,44,5,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-01-01,closed,CONTRIBUTOR,aa7e00b86,2068,112,0,,
pantsbuild,pantsbuild.org,f,f,2024-01-01,merged,MEMBER,adca5498d,2362,113,1,16,17
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,CONTRIBUTOR,af2ed76df,19,2,2,0,17
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,MEMBER,adca5498d,52,3,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,CONTRIBUTOR,aa7e00b86,13,1,2,128,138
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,CONTRIBUTOR,aa7e00b86,2,1,1,0,2
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,MEMBER,a4f30f854,83386,166,1,0,7
pantsbuild,pantsbuild.org,f,f,2024-02-01,closed,MEMBER,a4c5b1715,6,1,0,,
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,CONTRIBUTOR,a64047922,9,2,9,6,14345
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,MEMBER,a4f30f854,4757,170,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,MEMBER,a4f30f854,2611,166,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,MEMBER,a4f30f854,194508,420,1,13,13
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,CONTRIBUTOR,aa7e00b86,2,1,2,2,12
pantsbuild,pantsbuild.org,f,f,2024-02-01,closed,MEMBER,a4f30f854,4815,170,0,,
pantsbuild,pantsbuild.org,f,f,2024-02-01,closed,MEMBER,a4f30f854,2474,166,0,,
pantsbuild,pantsbuild.org,f,f,2024-02-01,closed,MEMBER,a4f30f854,1443,21,0,,
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,CONTRIBUTOR,aa7e00b86,4,1,1,15,23
pantsbuild,pantsbuild.org,f,f,2024-02-01,closed,NONE,a6e721a91,27,9,2,11,
pantsbuild,pantsbuild.org,f,f,2024-02-01,merged,CONTRIBUTOR,a64047922,10,1,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-02-01,closed,CONTRIBUTOR,a64047922,4,2,0,,
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,1821,28,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,1423,19,1,3,3
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,CONTRIBUTOR,a94bc2498,58,4,3,67,485
pantsbuild,pantsbuild.org,f,f,2024-03-01,closed,MEMBER,a4f30f854,1959,17,0,,
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,2237,30,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-03-01,closed,NONE,a619d8db5,2,1,0,,
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,1531,21,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,CONTRIBUTOR,aa7e00b86,71,3,4,0,14
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,CONTRIBUTOR,aa7e00b86,173,1,1,28,30
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,CONTRIBUTOR,aa7e00b86,22,1,1,3,5
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,1333,17,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,1473,18,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,CONTRIBUTOR,aa7e00b86,2,1,1,13,15
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,CONTRIBUTOR,a64047922,51,1,11,1,5480
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,1437,22,2,0,55
pantsbuild,pantsbuild.org,f,f,2024-03-01,merged,MEMBER,a4f30f854,1577,24,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,MEMBER,a4f30f854,197593,421,1,168,199
pantsbuild,pantsbuild.org,f,f,2024-04-01,open,CONTRIBUTOR,a94bc2498,30354,66,0,,
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,MEMBER,a4f30f854,1445,16,1,5,5
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,MEMBER,a4f30f854,1400,18,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-04-01,closed,MEMBER,a4f30f854,1757,24,0,,
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,MEMBER,a4f30f854,2375,29,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,MEMBER,a4f30f854,1597,16,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,MEMBER,a4f30f854,1423,16,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,CONTRIBUTOR,aa7e00b86,2,1,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,MEMBER,a4f30f854,3175,167,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,CONTRIBUTOR,a92a6198c,76,2,6,0,294
pantsbuild,pantsbuild.org,f,f,2024-04-01,closed,CONTRIBUTOR,aa7e00b86,197599,424,0,,
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,CONTRIBUTOR,aa7e00b86,6,3,2,8,19
pantsbuild,pantsbuild.org,f,f,2024-04-01,merged,CONTRIBUTOR,aa7e00b86,2,1,1,9,20
pantsbuild,pantsbuild.org,f,f,2024-04-01,closed,MEMBER,a4f30f854,1270,18,0,,
pantsbuild,pantsbuild.org,f,f,2024-05-01,closed,MEMBER,a4f30f854,1609,19,0,,
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1607,18,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,CONTRIBUTOR,a94bc2498,50,2,1,3,8
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,CONTRIBUTOR,aa7e00b86,3470,297,5,1,63
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1581,18,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1469,17,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,16823,61,1,18,18
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,CONTRIBUTOR,aa5714e48,4,1,1,3,3
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,CONTRIBUTOR,aa038bf03,20,10,1,3,3
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1532,19,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1458,16,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1378,17,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1638,20,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,2641,38,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,CONTRIBUTOR,a92a6198c,18,1,1,3,3
pantsbuild,pantsbuild.org,f,f,2024-05-01,merged,MEMBER,a4f30f854,1321,18,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,MEMBER,a4f30f854,13249,186,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,CONTRIBUTOR,af9aff5f1,19,2,2,13,23
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,MEMBER,a4f30f854,2459,38,1,491,491
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,CONTRIBUTOR,a64047922,6,1,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-06-01,closed,MEMBER,a4f30f854,3715,44,1,347,
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,MEMBER,a4f30f854,710,20,1,346,346
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,MEMBER,a4f30f854,211829,454,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,CONTRIBUTOR,aa7e00b86,49,1,1,4,26
pantsbuild,pantsbuild.org,f,f,2024-06-01,merged,CONTRIBUTOR,aa7e00b86,6,3,1,4,25
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,MEMBER,a4f30f854,1560,17,1,6,6
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,MEMBER,a4f30f854,1469,18,1,5,5
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,MEMBER,a4f30f854,311,20,1,25,25
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,MEMBER,a4f30f854,1610,17,1,3,3
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,MEMBER,a4f30f854,1460,16,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,CONTRIBUTOR,ae45ba3b0,93,2,2,1,24
pantsbuild,pantsbuild.org,f,f,2024-07-01,closed,MEMBER,a4c5b1715,2459,38,0,,
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,CONTRIBUTOR,a6405d71a,4,1,1,183,184
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,CONTRIBUTOR,aa7e00b86,2,1,2,2,41
pantsbuild,pantsbuild.org,f,f,2024-07-01,closed,MEMBER,a4f30f854,5028,64,2,1,
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,CONTRIBUTOR,aa7e00b86,149,39,2,0,5
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,MEMBER,a4f30f854,5028,64,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-07-01,merged,MEMBER,a4f30f854,208,20,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,CONTRIBUTOR,a94bc2498,49,3,4,2,188
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,MEMBER,a4f30f854,1383,16,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,MEMBER,a4f30f854,6220,57,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,MEMBER,a4f30f854,1420,17,1,0,1
pantsbuild,pantsbuild.org,f,f,2024-08-01,closed,NONE,ae9a82208,2,1,1,15,
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,MEMBER,ae16accb2,69,2,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,MEMBER,a4f30f854,1385,16,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,CONTRIBUTOR,a94bc2498,34,3,1,2,42
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,CONTRIBUTOR,a94bc2498,2,1,1,0,23
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,CONTRIBUTOR,a94bc2498,5869,2,3,0,18
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,CONTRIBUTOR,a94bc2498,26,8,2,0,72
pantsbuild,pantsbuild.org,f,f,2024-08-01,closed,MEMBER,a4f30f854,426,19,1,0,
pantsbuild,pantsbuild.org,f,f,2024-08-01,merged,CONTRIBUTOR,a94bc2498,4,1,1,1,2
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,CONTRIBUTOR,a94bc2498,6,1,1,99,99
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,CONTRIBUTOR,a94bc2498,2,1,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,MEMBER,a4f30f854,426,19,1,2,2
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,CONTRIBUTOR,a64047922,62,2,4,13,46
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,MEMBER,a4f30f854,229470,491,1,13,13
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,MEMBER,a4f30f854,1506,17,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-09-01,closed,MEMBER,a4f30f854,136,18,0,,
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,MEMBER,a4f30f854,12419,223,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,CONTRIBUTOR,ac13ac193,8,1,1,64,65
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,CONTRIBUTOR,ac13ac193,2,1,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-09-01,merged,MEMBER,a4f30f854,154,22,1,0,10
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,MEMBER,a4f30f854,156,22,1,0,20
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,CONTRIBUTOR,ac13ac193,26,3,3,38,59
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,CONTRIBUTOR,ac13ac193,22,2,1,8,11
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,CONTRIBUTOR,ac13ac193,6,1,1,4,5
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,MEMBER,a4f30f854,120,18,1,5,5
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,MEMBER,a4f30f854,154,22,1,5,5
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,CONTRIBUTOR,acfd29d37,1,1,1,351,367
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,CONTRIBUTOR,a64047922,105,8,2,15,22
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,MEMBER,a4f30f854,185,23,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,MEMBER,a4f30f854,108,17,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,MEMBER,a4f30f854,1451,17,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,CONTRIBUTOR,a64047922,2,1,1,0,2
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,CONTRIBUTOR,ab46d044d,1,1,1,4,4
pantsbuild,pantsbuild.org,f,f,2024-10-01,merged,MEMBER,a4f30f854,126,17,1,0,22
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,CONTRIBUTOR,a64047922,93,3,11,0,25
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,MEMBER,a4f30f854,1483,17,1,11,11
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,MEMBER,a4f30f854,124,17,1,11,11
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,CONTRIBUTOR,aa7e00b86,26,1,1,8,16
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,CONTRIBUTOR,aa7e00b86,30,1,1,6,16
pantsbuild,pantsbuild.org,f,f,2024-11-01,closed,MEMBER,a4f30f854,71590,490,0,,
pantsbuild,pantsbuild.org,f,f,2024-11-01,closed,MEMBER,a4f30f854,71577,490,0,,
pantsbuild,pantsbuild.org,f,f,2024-11-01,closed,MEMBER,a4f30f854,154,18,0,,
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,MEMBER,a4f30f854,2209,40,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,MEMBER,a4f30f854,150,22,1,1,1
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,MEMBER,a4f30f854,230888,493,1,5,5
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,MEMBER,a4f30f854,207,22,1,0,0
pantsbuild,pantsbuild.org,f,f,2024-11-01,merged,CONTRIBUTOR,a64047922,12,2,1,1,2
pantsbuild,pantsbuild.org,f,f,2024-12-01,merged,MEMBER,a4f30f854,138,22,1,1,1
